NAMES,TICKER,ABOUT
Norwegian Cruise Line,NCLH,"Norwegian Cruise Line (NCL), also known in short as Norwegian, is a cruise line founded in 1966 and based in the United States. It is the third-largest cruise line in the world by passengers, controlling about 8.7% of the total worldwide share of the cruise market by passengers as of 2018. It is wholly owned by parent company Norwegian Cruise Line Holdings."
Cantel Medical,CMD,"Cantel Medical Corporation is an American company which produces and sells medical equipment. The company is based in Little Falls, NJ. The company has three subsidiaries:

MEDIVATORS, based in Minneapolis, MN, which sells Dialysis, Endoscope Reprocessing and Therapeutic Filtration
Crosstex, based in Hauppauge, NY, which sells healthcare disposables, primarily dental supplies and disinfectants
Mar Cor Purification, with locations in Skippack, PA and Plymouth, MN, which manufactures and sells water purification and filtration products to the medical, pharmaceutical, biotechnology, research and other industrial markets."
OneMain Holdings,OMF,"OneMain Financial is a large provider of personal installment loans in the United States. As of February 2019, the company has served over 15 million total customers and has a nationwide branch network with nearly 1,600 branches across 44 states. OneMain is headquartered in Evansville, Indiana, and has more than 10,000 employees.
OneMain is currently traded on the NYSE under the ticker symbol ""OMF"" and is led by CEO Doug Shulman."
Martin Marietta Materials,MLM,"Martin Marietta Inc. (NYSE: MLM) is an American-based company and a member of the S&P 500 Index. The company is a supplier of aggregates and heavy building materials, with operations spanning 26 states, Canada and the Caribbean. In particular, Martin Marietta supplies the resources for roads, sidewalks and foundations.
Martin Marietta's Magnesia Specialties business provides a full range of magnesium oxide, magnesium hydroxide and dolomitic lime products.
It was established as an independent company in 1996, spun off from the newly created Lockheed Martin after having been part of Martin Marietta since 1961. It dates its origins back to 1939, when Superior Stone, an aggregates company in Raleigh, North Carolina, was founded."
Synovus Financial,SNV,"The Synovus Financial Corporation, formerly the Columbus Bank and Trust Company, is a financial services company with approximately $45 billion in assets based in Columbus, Georgia. Synovus provides commercial and retail banking, investment, and mortgage services through 249 branches and 335 ATMs in Georgia, Alabama, South Carolina, Florida, and Tennessee."
Cable One,CABO,"Cable One, Inc. (branded as Sparklight since 2019) is an American Internet and cable service provider and former subsidiary of Graham Holdings Company. The company's name and current focus dates back to 1997; prior to that time the company was known as Post-Newsweek Cable. It is headquartered in Phoenix, Arizona, though it does not service the Phoenix area."
Thor Industries,THO,"Thor Industries, Inc. is an American manufacturer of recreational vehicles (RVs). The company sells towable and motorized RVs through its subsidiaries brands including Airstream, Heartland RV, Jayco, Livin Lite RV, and others. The company's headquarters is in Elkhart, Indiana. It has manufacturing facilities in Michigan, Ohio, Indiana, Idaho, and Oregon."
Masimo Corporation,MASI,"Masimo is an American manufacturer of noninvasive patient monitoring technologies based in Irvine, California. The company sells more pulse oximetry to hospitals than any other company. Masimo was founded in 1989 by electrical engineer Joe Kiani, who was later joined by fellow engineer Mohamed Diab. Masimo invented measure-through motion and low perfusion pulse oximetry, known as Masimo SET (Signal Extraction Technology). Masimo has been recognized for its intellectual property and for being one of the most innovative companies in the medical device industry. The company went public in 2007 and is currently traded on the NASDAQ stock exchange under the symbol MASI. In 2011, Forbes named Masimo to its list of top 20 public companies under a billion dollars in revenue, based on earnings growth, sales growth, and return on equity.  In 2012, Joe Kiani, founder, CEO and Chairman of the Board was named the Ernst & Young National Entrepreneur of the Year - 2012 Life Sciences Award Winner. Kiani was recognized for ""revolutionizing the health care industry by taking risks to create and commercialize noninvasive patient monitoring devices, which include an array of sensors that lead to improved accuracy, a reduction in the overall number of false readings, and ultimately, reduced cost of care."""
CBS Corporation,CBS,"CBS Corporation is an American multinational media conglomerate with interests primarily in commercial broadcasting, publishing, and television production which was formed as the legal successor to the original Viacom on January 1, 2006. It is one of two companies which succeeded the original Viacom, alongside the present-day Viacom; both are controlled by National Amusements, a theater company controlled by billionaire Sumner Redstone. The spin-off was structured so that CBS Corporation would be the legal successor to the old Viacom, with the new Viacom being an entirely new company.CBS Corporation comprises the over-the-air television (CBS and The CW) broadcasting, television production and distribution, publishing, pay-cable, basic cable, and recording assets that were previously owned by old Viacom. It is currently the world's eighth largest entertainment company in terms of revenue, and is headquartered at the CBS Building in Midtown Manhattan, New York City.A second merger between CBS Corporation and Viacom, creating the combined company ViacomCBS, was announced on August 13, 2019; the merger is expected to be completed by early December 2019."
Mid-America Apartment Communities,MAA,"Mid-America Apartment Communities is a publicly traded real estate investment trust based in Memphis, Tennessee that invests in apartments in the Southeastern United States and the Southwestern United States.As of December 31, 2017, the company owned 302 apartment communities containing 99,523 apartment units and 4 office buildings containing 231,821 square feet. The company is the largest publicly traded apartment real estate trust in the United States."
Aqua America,WTR,"Aqua America is a water and wastewater utility company that serves about 3 million people in Pennsylvania, Ohio, North Carolina, Illinois, Texas, New Jersey, Indiana and Virginia. The company provides drinking water and wastewater treatment infrastructure and services.The company began in Pennsylvania and remains headquartered in Bryn Mawr."
Universal Health Services,UHS,"Universal Health Services (UHS) is an American Fortune 500 company based in King of Prussia, Pennsylvania. 
One of the nation’s largest and most respected providers of hospital and healthcare services, Universal Health Services, Inc. has built an impressive record of achievement and performance. Growing steadily since our inception into an esteemed Fortune 500 corporation, our annual revenues were $10.77 billion during 2018. In 2019, UHS was again recognized as one of the World’s Most Admired Companies by Fortune; ranked #293 on the Fortune 500; and in 2017, listed #275 in Forbes inaugural ranking of America’s Top 500 Public Companies."
CIT Group,CIT,"CIT Group Inc. (CIT) is a financial holding company and bank holding company incorporated in Delaware and headquartered in New York City. CIT Bank, N.A., CIT's banking subsidiary, is headquartered in Pasadena, California. The company's name is an initialism of an early corporate name, Commercial Investment Trust.
CIT provides financing, leasing, and advisory services principally to middle-market companies and small businesses in a wide variety of industries, primarily in North America. CIT also provides banking and related services to commercial and individual customers through its banking subsidiary, CIT Bank, N.A. (""CIT Bank""), which includes over 60 branches located in Southern California and an online bank.
As of 2018, the company is ranked 658th on the Fortune 1000 list of the largest American companies and is in the top 50 on the list of largest banks in the United States.CIT filed for bankruptcy protection on November 1, 2009, and with the consent of its bondholders, emerged from bankruptcy 38 days later, on December 10, 2009. In August 2015, CIT Group acquired OneWest Bank, a regional bank based in Southern California.CIT is regulated by the Board of Governors of the Federal Reserve System and the Federal Reserve Bank of
New York under the U.S. Bank Holding Company Act of 1956."
Mattel,MAT,"Mattel, Inc. () is an American multinational toy manufacturing company founded in 1945 with headquarters in El Segundo, California. The products and brands it produces include Fisher-Price, Barbie, Monster High, Ever After High, Polly Pocket, Hot Wheels, Matchbox, Masters of the Universe, American Girl, Thomas & Friends, and WWE. In the early 1980s, Mattel produced video game systems, under its own brands and under license from Nintendo. The company has presence in 40 countries and territories and sells products in more than 150 countries. The company operates through three business segments: North America, international, and American Girl. It is the world's second largest toy maker in terms of revenue, after The Lego Group. In 2014, it ranked #403 on the Fortune 500 list. On January 17, 2017, Mattel named former Google executive Margo Georgiadis as CEO. Georgiadis stepped down as CEO of Mattel on April 19, 2018. Her last day was on April 26, 2018. Ynon Kreiz is now the new CEO of Mattel.The name Mattel is a portmanteau of Harold ""Matt"" Matson and Elliot Handler, two of the company's founders."
Penumbra,PEN,"The umbra, penumbra and antumbra are three distinct parts of a shadow, created by any light source after impinging on an opaque object. Assuming no diffraction, for a point source only the umbra is cast.
These names are most often used for the shadows cast by celestial bodies, though they are sometimes used to describe levels, such as in sunspots."
Newmarket Corporation,NEU,"NewMarket Corporation is a publicly traded (NYSE: NEU), company that primarily serves the petroleum additives industry. The company is based in Richmond, Virginia, and has operations in North America, Latin America, Europe, the Middle East and Asia Pacific. The company was founded in 1887.NewMarket Corporation employs more than 1,800 employees   across its global operations, with an annual revenue of more than $2 billion. The primary business of the company and its subsidiaries is the development, manufacturing, blending and global marketing of fuel and oil additives."
Reliance Steel & Alum,RS,
Insulet Corp,PODD,
Citizens Financial,CFG,"Several banks are commonly known as Citizens Bank.Citizens Financial Group, Inc. is an American bank headquartered in Providence, Rhode Island, which operates in the states of Connecticut, Delaware, Maine, Massachusetts, Michigan, New Hampshire, New Jersey, New York, Ohio, South Carolina, Pennsylvania, Rhode Island and Vermont.
Between 1988 and its 2014 initial public offering, Citizens was a wholly owned subsidiary of The Royal Bank of Scotland Group. RBS sold its last 20.9% stake in the company in October 2015.
Citizens operates more than 1,200 branches and approximately 3,200 ATMs across 11 states under the Citizens Bank brand.Citizens ranks 24th on the List of largest banks in the United States."
Brunswick Corp,BC,"Brunswick Corporation, formerly known as the Brunswick-Balke-Collender Company, is an American corporation that has been developing, manufacturing and marketing a wide variety of products since 1845. Today, Brunswick Corporation is best-known for its boating-lifestyle brands such as Mercury Marine, Sea Ray, Bayliner, Crestliner, Harris Boats, and Boston Whaler. Starting in the 1970s, the company also entered the field of arms development and manufacture. In 2015, it had sales of US$4.105 billion with net earnings of $241.4 million that year, and $276 million in 2016. Brunswick's global headquarters is in the northern Chicago suburb of Mettawa, Illinois."
Global Payments,GPN,"Global Payments Inc. is an American company providing financial technology services globally. Headquartered in Atlanta, its stock is a component of the S&P 500 stock market index."
SEI Investments,SEIC,"SEI Investments Company, formerly Simulated Environments Inc, is a financial services company headquartered in Oaks, Pennsylvania, United States. The company describes itself as ""a global provider of investment processing, investment management, and investment operations solutions"". SEI provides products and services to institutions, private banks, investment advisors, investment managers, and private clients. SEI manages, advises or administers $809 billion in hedge funds, private equity, mutual funds and other managed assets. This includes $307 billion in assets under management and $497 billion in client assets under administration.SEI has corporate headquarters in Oaks, Pennsylvania with offices in Indianapolis, Toronto, London, Dublin, The Netherlands, Hong Kong, South Africa, and Dubai."
KAR Auction Services,KAR,
Fair Isaac Corp,FICO,"FICO (legal name: Fair Isaac Corporation), originally Fair, Isaac and Company, is a data analytics company based in San Jose, California focused on credit scoring services. It was founded by Bill Fair and Earl Isaac in 1956. Its FICO score, a measure of consumer credit risk, has become a fixture of consumer lending in the United States.
In 2013, lenders purchased more than 10 billion FICO scores and about 30 million American consumers accessed their scores themselves."
Worldpay,WP,"Worldpay Group plc (formerly RBS WorldPay) was a payment processing company. It was acquired by FIS in July 2019 for $43 billion. It was listed on the London Stock Exchange until 16 January 2018 when it was acquired by Vantiv to form Worldpay, Inc.

"
The Kraft Heinz Company,KHC,"The Kraft Heinz Company (KHC), commonly known as Kraft Heinz, is an American food company formed by the merger of Kraft Foods and Heinz with co-headquarters in Chicago, Illinois and Pittsburgh, Pennsylvania. Kraft Heinz is the third-largest food and beverage company in North America and the fifth-largest in the world with $26.2 billion in annual sales as of 2018.In addition to Kraft and Heinz, over 20 other brands are part of the company's profile including Boca Burger; Gevalia coffee; Grey Poupon; O, That's Good!; Oscar Mayer; Philadelphia Cream Cheese; Planters; Primal Kitchen; and more, of which eight have total individual sales of over $1 billion. Kraft Heinz ranked No. 114 in the 2018 Fortune 500 list of the largest United States corporations by total revenue."
Molina Healthcare,MOH,"Molina Healthcare is a managed care company headquartered in Long Beach, California, United States. The company provides health insurance to individuals through government programs such as Medicaid and Medicare."
Cypress Semiconductor,CY,"Cypress Semiconductor Corporation is an American semiconductor design and manufacturing company. It offers NOR flash memories, F-RAM and SRAM Traveo microcontrollers, the industry's only PSoC programmable system-on-chip solutions, analog and PMIC Power Management ICs, CapSense capacitive touch-sensing controllers, Wireless BLE Bluetooth Low-Energy and USB connectivity solutions.
Its headquarters are in San Jose, California, and it has operations in the United States, Ireland, India and the Philippines.Some of its main competitors include Microchip Technology, NXP, Renesas and Micron. In April 2016, Cypress Semiconductors announced the acquisition of Broadcom's Wireless Internet of Things Business. The deal was closed in July 2016.
As of June 2019, Infineon is close to a deal to acquire Cypress Semiconductors with a value of $10 billion."
PTC Inc,PTC,"PTC Inc. is a computer software and services company founded in 1985 and headquartered in Boston, Massachusetts.  The global technology company has over 6,000 employees in 30 countries, 1,150 technology partners and over $1bn in revenue. The company began initially developing parametric, associative feature-based, solid computer-aided design (CAD) modeling software in 1988, including an Internet-based product for product lifecycle management (PLM) in 1998. PTC products and services now include Internet of things (IoT) and augmented reality (AR) among others.

"
Realpage,RP,"RealPage  is an American multinational corporation that provides property management software solutions for the multifamily, commercial, single-family and vacation rental housing industries. Steve Winn is Chairman of the Board & Chief Executive Officer.RealPage was founded in 1998 with the acquisition of Rent Roll, Inc., a provider of on-premises property management systems for the conventional and affordable multifamily rental housing markets. 
RealPage moved its corporate headquarters to Richardson, Texas in 2016, and in 2017 acquired four companies - apartment market data provider Axiometrics, utility and energy management solutions company American Utility Management, revenue management and pricing provider Lease Rent Options and also On-Site, a leasing and marketing platform company.In 2018, RealPage announced an agreement to purchase electronic payment platform company ClickPay, located in Hackensack, New Jersey."
Everest Re Group,RE,"Everest Re Group is a reinsurance company based in Hamilton, Bermuda."
Dick's Sporting Goods,DKS,"Dick's Sporting Goods, Inc. is an American sporting goods retail company, based in Coraopolis, Pennsylvania. The company was established by Richard ""Dick"" Stack in 1948, and has approximately 850 stores and 30,000 employees, as of 2018. Dick's is the nation's largest sporting goods retailer, and is listed on the Fortune 500."
Aspen Insurance Holdings,AHL,"This is a list of insurance companies based in the United States. These are companies with a strong national or regional presence having insurance as their primary business.

"
Olin Corp,OLN,"The Olin Corporation is an American manufacturer of ammunition, chlorine, and sodium hydroxide.  Based in Clayton, Missouri, it traces its roots to two companies, both founded in 1892: Franklin W. Olin's ""Equitable Powder Company"" and the ""Mathieson Alkali Works"". After being headquartered for many years in Stamford, Connecticut, it is now headquartered in Clayton, Missouri.

"
Bankunited,BKU,"BankUnited, Inc., with total consolidated assets of $32.2 billion at December 31, 2018, is a bank holding company with one wholly owned subsidiary, BankUnited, collectively, the Company. BankUnited, a national banking association headquartered in Miami Lakes, Florida, provides a full range of banking services to individual and corporate customers. The Bank also provides certain commercial lending and deposit products on a national platform. The Company offers a range of traditional banking products and services to both commercial and retail customers. BankUnited, Inc. was organized by a management team led by John A. Kanas and was initially capitalized with $945.0 million by a group of investors including W.L. Ross, Blackstone Group, The Carlyle Group and Centerbridge Partners. On May 21, 2009, BankUnited acquired substantially all of the assets and assumed all of the non-brokered deposits and substantially all other liabilities of BankUnited, FSB, from the FDIC in the FSB Acquisition. On February 2, 2011, the Company completed its IPO.The bank offers a broad range of online services, treasury management tools for businesses and traditional depository and lending products."
Genesee & Wyoming,GWR,"The Genesee & Wyoming Inc. (G&W) is an American short line railroad holding company, that owns or maintains an interest in 120 railroads throughout six countries: the United States, Canada, Australia, Belgium, Netherlands, Poland and the United Kingdom. It operates more than 15,500 miles (24,900 km) of owned and leased track, with more than 3,300 miles (5,300 km) under track-access arrangements. The company had its roots in the Class III Genesee and Wyoming Railroad, which began in 1899."
Pacwest Bancorp,PACW,"PacWest Bancorp (NASDAQ: PACW) is a bank holding company based in Los Angeles, California, with one wholly owned banking subsidiary, Pacific Western Bank. Pacific Western Bank has 79 full-service branches in California and one branch in Durham, North Carolina. Pacific Western provides commercial banking services, including real estate, construction, and commercial loans, and deposit and treasury management services to small and medium-sized businesses. Pacific Western offers additional products and services under the brands of its business groups, CapitalSource and Square 1 Bank, now known as National Lending and Venture Banking groups, respectively. National Lending Group provides cash flow, asset-based, equipment and real estate loans and treasury management services to established middle-market businesses on a national basis. Venture Banking Group focuses on entrepreneurial businesses and their venture capital and private equity investors.
As of January 2019, Pacific Western had $25 billion in assets and 79 locations in California, primarily in the southern and central parts of the state. Pacific Western has primarily built by the acquisition of other banks.. PacWest Bancorp was named the best bank in United States for 2017 by Forbes."
Athene Holding,ATH,
RPC Inc,RES,
Bank OZK,OZK,"Bank OZK (formerly Bank of the Ozarks) is a regional bank headquartered in Little Rock, Arkansas with more than 250 locations in ten states: Arkansas, Georgia, Florida, Texas, Alabama, North Carolina, South Carolina, California, New York and Mississippi and $22.39 billion in assets as of December 31, 2018.  Bank OZK is currently concentrated in the southeastern U.S., with 25 or more branches in four states: Arkansas, Georgia, Florida, and North Carolina."
Conduent,CNDT,"Conduent Inc. is a technology-led business process services company headquartered in New Jersey. It was formed in 2017 as a divestiture from Xerox. The company offers digital platforms for businesses and governments. It has 65,000 employees in more than 40 countries."
Choice Hotels,CHH,"Choice Hotels International, Inc. is a hospitality franchisor based in Rockville, Maryland, United States. The company, which is one of the largest hotel chains in the world, owns several hotel brands ranging from upscale to economy. As of March 31, 2019, Choice Hotels franchised 7,005 properties in 41 countries and territories worldwide, with approximately 568,112 rooms."
American Campus Communities,ACC,"American Campus Communities Inc. is a publicly traded real estate investment trust that invests in dormitory housing. As of December 31, 2016, the company owned and/or managed 206 properties with approximately 134,100 beds, making it the largest private dormitory manager in the United States. The company owns and develops both off-campus and on-campus dormitories for universities that outsource the financial responsibility of dormitory construction and management."
CF Industries,CF,"CF Industries Holdings, Inc. is a North American manufacturer and distributor of agricultural fertilizers, based in Deerfield, Illinois, a suburb of Chicago.  It was founded in 1946 as the Central Farmers Fertilizer Company. For its first 56 years, it was a federation of regional agricultural supply cooperatives. CF then demutualized, and became a publicly traded company."
Fifth Third Bancorp,FITB,"Fifth Third Bank (5/3 Bank) is a bank headquartered in Cincinnati, Ohio, at Fifth Third Center. It is the principal subsidiary of Fifth Third Bancorp, a bank holding company. The bank operates 1,154 branches and 2,469 automated teller machines in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, and North Carolina. Fifth Third Bank is incorporated in Ohio. One of the largest banks in the United States, the company was ranked 366th on the Fortune 500 in 2018.The name ""Fifth Third"" is derived from the names of the bank's two predecessor companies, Third National Bank and Fifth National Bank, which merged in 1908."
American Financial Group,AFG,"American Financial Group, Inc. is an American financial services holding company based in Cincinnati, Ohio.  Its primary businesses are insurance and investments."
Burlington Stores,BURL,"Burlington, formerly known as Burlington Coat Factory, is an American national off-price department store retailer, and a division of Burlington Coat Factory Warehouse Corporation with 631 stores in 45 states and Puerto Rico, with its corporate headquarters located in Burlington Township, New Jersey. In 2006, it was acquired by Bain Capital in a take-private transaction and in 2008, Tom Kingsbury became President and CEO. The company went public again in 2013."
Live Nation Entertainment,LYV,"Live Nation Entertainment is an American global entertainment company, founded in 2010, following the merger of Live Nation and Ticketmaster. The company promotes, operates, and manages ticket sales for live entertainment in the United States and internationally. It also owns and operates entertainment venues, and manages the careers of music artists."
Cincinnati Financial,CINF,"Cincinnati Financial Corporation offers property and casualty insurance, its main business, through The Cincinnati Insurance Company, The Cincinnati Indemnity Company and The Cincinnati Casualty Company. The company has 1.01% of the domestic property and casualty insurance premiums, which ranks it as the 20th largest insurance company by market share in the U.S.The Cincinnati Insurance Company was founded in 1950 by four agents, including brothers John Jack Schiff and Robert Cleveland Schiff.The Cincinnati Life Insurance Company markets life and disability income insurance and annuities. CFC Investment Company supports the insurance subsidiaries and their independent agent representatives through commercial leasing and financing activities. CinFin Capital Management Company provides asset management services to institutions, corporations and individuals.
In 2001, SFAS 133 adjustments were included with realized capital gains or losses rather than investment income. The impact on nine-month 2001 earnings was an after-tax gain of $1.3 million. Prior period 2001 results were restated on this basis.
In 2008, Cincinnati began writing excess and surplus lines insurance under a new subsidiary called the Cincinnati Specialty Underwriters Insurance Company.
MSP Underwriting, a global specialty underwriter, was acquired in February 2019, and was rebranded Cincinnati Global Underwriting Ltd. on May 1, 2019. Based in London, Cincinnati Global Underwriting Ltd. operates through Cincinnati Global Underwriting Agency Ltd., which is the Lloyd's managing agent for Cincinnati Global Syndicate 318. Collectively, the group is known as Cincinnati Global."
Loews,L,"Loews Theatres, also known as Loews Incorporated (originally Loew's), founded on June 23, 1904 by Marcus Loew, was the oldest theater chain operating in North America  until it merged with AMC Theatres on January 26, 2006. From 1924 until 1959, it was also the parent company of Metro-Goldwyn-Mayer Studios (MGM). The Loews name was used until 2017, when AMC simplified their branding to focus on three main lines: AMC, AMC Classic and AMC Dine-In after their purchase of Carmike Cinemas.
The company was originally called ""Loew's"", after the founder, Marcus Loew. In 1969, when the Tisch brothers acquired the company, it became known as ""Loews""."
Gardner Denver Holdings,GDI,"Gardner Denver, founded in 1859, is an American worldwide provider of industrial equipment, technologies and related parts and services to a broad and diverse customer base through a family of brands. The company has over 30 manufacturing facilities located in the Americas, Europe, the Middle East, and Asia Pacific with offices in 35 different countries. Based in Milwaukee, Wisconsin, USA, it operates in three groups: the Industrials Group, Energy Group, and Medical Group."
Robert Half International,RHI,"Robert Half International, or commonly referred as, Robert Half, is a global human resource consulting firm based in Menlo Park, California founded in 1948.  It is a member of the S&P 500, and is credited as being the world's first and largest accounting and finance staffing firm, with over 345 locations worldwide.Robert Half has a variety of divisions. The Company operates through three segments: temporary and consultant staffing, permanent placement staffing, and risk consulting and internal audit services. Through its Accountemps, Robert Half Finance & Accounting, Robert Half Management Resources divisions, it provides temporary, full-time and project professionals in the fields of accounting and finance. Other divisions include OfficeTeam, which specializes in administrative and customer service staffing, The Creative Group, that focuses on design, artistic, and creative talent, and Robert Half Legal that offer flexible and direct-hire staffing for legal professionals. In 2002, Protiviti Inc. was founded as a subsidiary of Robert Half, which provides internal audit, financial, operations, technology, governance, and risk consulting services.Robert Half is listed by Fortune magazine as the ""World's Most Admired Companies"" in the temporary-help industry for 21 years consecutively (as of 2019) since it first made the list in 1998."
Euronet Worldwide,EEFT,"Euronet Worldwide is a US provider of electronic payment services with headquarters in Leawood, Kansas. It offers automated teller machines (ATM), point of sale (POS) services, credit/debit card services, currency exchange and other electronic financial services and payments software. Among others, it provides the prepaid subsidiaries Transact, PaySpot, e-pay, Movilcarga, TeleRecarga and ATX."
FMC Corp,FMC,"FMC Corporation (Food Machinery Corporation) is an American chemical manufacturing company headquartered in Philadelphia, Pennsylvania, which originated as an insecticide producer and later diversified into other industries. The company was founded by chemist John Bean in 1883 as the Bean Spray Pump Company in Los Gatos, California, producing piston pumps for insecticides. In 1928, Bean Spray Pump purchased two companies: the Anderson-Barngrover Co. and Sprague-Sells Co. At this time the company changed its name to Food Machinery Corporation, and began using the initials FMC. In 1941 the company FMC received a contract to design and build amphibious tracked landing vehicles for the United States Department of War, and afterwards the company continued to diversify its products. Later FMC produced the M113, one of the most widely used AFVs ever. FMC employs 7,000 people worldwide, and had gross revenues of US$2.8 billion in 2017."
Regal Beloit,RBC,"Regal Beloit Corporation, usually referred to as just Regal,  is a manufacturer of electric motors headquartered in Beloit, Wisconsin. The company has manufacturing, sales, and service facilities throughout the United States, Canada, Mexico, Europe and Asia, with over 23,000 employees. As of year 2014, the company is ranked 713th on the Fortune 1000, and was the 17th largest corporation in Wisconsin.One of the largest electric motor manufacturers in the world, its Genteq brand brushless DC electric motors are found in almost all variable-speed residential HVAC equipment in the United States today, and its GE Commercial Motors, Leeson, and Marathon Electric Motor brands are used throughout the industrial sector.

"
Carter,CRI,
Gates Industrial Corp,GTES,
O'Reilly Automotive,ORLY,"O’Reilly Auto Parts is an American auto parts retailer that provides automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States serving both the professional service providers and do-it-yourself customers. Founded in 1957 by the O’Reilly family, the company operates more than 5,200 stores in 47 states.

"
Axalta Coating Systems,AXTA,"Axalta Coating Systems is a coatings company headquartered in Philadelphia, PA that develops and manufactures coatings for light and commercial vehicles, industrial, and refinish applications. The firm does business in 130 countries, has nearly 13,000 employees, and has more than 100,000 customers.Axalta traces its origins to the German firm Herberts Gmbh, which began in 1866 coating carriages before moving  to automotive painting. Through later mergers the company became DuPont Performance Coatings (DPC), part of the American DuPont chemical empire, and was rebranded as Axalta Coating Systems after being purchased by The Carlyle Group in 2013.  Axalta went public on the New York Stock Exchange in November 2014 and since then has become fully independent.  Carlyle Group exited their last ownership stake in Axalta in 2015.
The company was the sponsor of four-time NASCAR champion Jeff Gordon and the No. 24 Hendrick Motorsports car, a relationship which dated back to Gordon's first Monster Energy NASCAR Cup Series race in 1992, and today is an executive assistant (Global Business Advisor, reports to CEO Charles Shaver). Axalta currently sponsors Alex Bowman in the No. 88 car and William Byron in the No. 24 car."
Mercury General Corp,MCY,"Mercury General Corporation is a multiple-line insurance organization offering personal automobile, homeowners, renters and business insurance. Founded in 1961 and headquartered in Los Angeles, Mercury has assets in excess of $4 billion, employs 4,500 people and has more than 8,000 independent agents in 11 states (Arizona, California, Florida, Georgia, Illinois, Nevada, New Jersey, New York, Oklahoma, Texas and Virginia).Mercury’s primary focus is auto and homeowners insurance, however, the company also writes personal liability policies (umbrella), business insurance, mechanical breakdown protection (similar to an extended warranty for your vehicle), renters, service line protection, home systems protection, identity management protection and ride-hailing insurance."
nVent Electric,NVT,"Schroff GmbH is a German manufacturer of electronic packaging products. Schroff products include cabinets, housings, chassis and related components for multiple markets such as telecommunications, data centers and traffic management. Schroff GmbH is headquartered in Straubenhardt near Pforzheim, and was founded in 1962 by Gunther Schroff. It is now part of the UK-based company nVent Electric plc. nVent employs 9,000 people worldwide of which about 1,500 are part of the Schroff Group.
The company runs in accordance with the ISO 9001 and ISO 14001 standards and is certified to OSHAS 18001. Schroff is one of the largest employers in the Karlsruhe/Pforzheim region."
Cubesmart,CUBE,"CubeSmart (NYSE: CUBE), previously known as U-Store-It Trust, is an American provider of self-storage facilities and real estate investment trust (REIT)."
Bright Horizons,BFAM,"Bright Horizons (NYSE: BFAM) is a United States–based child-care provider and is the largest provider of employer-sponsored child care. It also provides back-up child care and elder care, tuition program management, education advising, and student loan repayment programs. 
It is headquartered in Watertown, Massachusetts."
GrafTech International,EAF,"GrafTech International Ltd. is a manufacturer of graphite electrodes and petroleum coke, which are essential for the production of electric arc furnace steel and other metals. The company is headquartered in Brooklyn Heights, Ohio and has manufacturing facilities in Calais, France, Pamplona, Spain, Monterrey, Mexico, and St. Marys, Pennsylvania."
Williams Sonoma,WSM,"Williams-Sonoma, Inc., is an American publicly traded consumer retail company that sells kitchenwares and home furnishings. It is headquartered in San Francisco, California, United States. It is one of the largest e-commerce retailers in the U.S., and one of the biggest multi-channel specialty retailers in the world.Founded in 1956, Williams-Sonoma Inc. operates more than 600 retail stores internationally with brands including Pottery Barn, Pottery Barn Kids, PBteen, Williams-Sonoma, Williams-Sonoma Home, West Elm, Mark and Graham, and Rejuvenation. Williams-Sonoma Inc. also operates through eight corresponding websites and gift registries."
Berry Global Group,BERY,"Berry Global, Inc is a Fortune 500 global manufacturer and marketer of plastic packaging products. Headquartered in Evansville, Indiana, it has over 290 facilities across the globe and more than 48,000 employees. With $13 billion in revenues in fiscal year 2018, the company is the 6th largest Indiana headquartered company in Fortune Magazine’s ranking. In April 2017, the company changed its name from Berry Plastics to Berry Global, Inc. The company has three core divisions: (1) Health, Hygiene, and Specialties; (2) Consumer Packaging; and (3) Engineered Materials. Berry claims to be the world's leader in manufactured aerosol caps, and also provides one of the most extensive lines of container products. Berry has more than 2,500 clients, including firms as Sherwin-Williams, Borden, McDonald's, Burger King, Gillette, Procter & Gamble, Coca-Cola, Wal-Mart, Kmart, and Hershey Foods."
FNF Group,FNF,"Fidelity National Financial, Inc. (NYSE:FNF), a Fortune 500 company, is the United States' largest provider of commercial and residential mortgage and diversified services.  FNF generates approximately seven billion in annual revenue from their title and real estate related operations. Fidelity National Financial, Inc. is currently ranked number 274 on Fortune’s list of America’s Largest Companies. The title insurance underwriters that comprise Fidelity National Title Group (FNTG) – Fidelity National Title, Chicago Title, Commonwealth Land Title, Security Title Agency, Ticor Title, and Alamo Title – currently issue residential and commercial title insurance policies for multimillion-dollar properties throughout the U.S."
Prosperity Bancshares,PB,"Prosperity Bancshares, Inc. is a bank holding company operating in various areas in Texas and central Oklahoma.  The company is headquartered in Houston, Texas.
The company (through its main subsidiary, Prosperity Bank) operates (as of January 4, 2016)  248 branch locations, organized as follows:

67 in the Greater Houston area (including The Woodlands)
30 in South Texas (including Corpus Christi and Victoria)
36 in the Dallas/Fort Worth Metroplex
22 in East Texas
29 in Central Texas (including Austin and San Antonio)
34 in West Texas
16 in the Bryan/College Station area
14 in Oklahoma (six in the Central Oklahoma area and eight in the Tulsa area)"
Apergy Corporation,APY,
